CONT_ID,GENDER,AGE_YEARS,HIGHEST_EDU,ANNUAL_INVEST,ANNUAL_INCOME,ACTIVITY_LEVEL,CHURN,RECORD_ID
1009521650,1,63.71,1,0.0,20322.0,2,0,77536
1009521660,1,70.72,4,13727.0,28843.0,4,0,78136
1009521670,1,60.14,2,81781.0,95592.0,5,0,78736
1009521680,1,71.53,1,0.0,28466.0,3,0,79336
1009521690,1,46.59,1,0.0,22943.0,2,0,79936
1009521700,1,41.76,1,0.0,21228.0,2,0,80536
1009521710,0,47.18,1,0.0,33461.0,2,0,81136
1009521720,0,65.6,4,0.0,14825.0,0,0,81736
1009521730,0,24.14,1,0.0,13478.0,4,1,82336
1009521740,0,66.44,1,0.0,16561.0,2,0,82936
1009521750,0,21.13,1,0.0,22159.0,4,0,83536
1009521760,1,21.03,4,10140.0,27048.0,0,1,84136
1009521770,1,73.23,1,0.0,35946.0,1,0,84736
1009521780,0,68.76,4,0.0,14159.0,1,0,85336
1009521790,0,31.48,1,0.0,15981.0,2,0,85936
1009521800,1,85.9,4,0.0,16657.0,2,1,86536
1009521810,0,31.38,4,0.0,15149.0,2,0,87136
1009521820,0,34.41,1,0.0,26901.0,2,0,87736
1009521830,0,45.64,1,0.0,36060.0,5,0,88336
1009521840,0,32.95,1,0.0,20643.0,4,0,88936
1009521850,0,61.74,3,118024.0,109031.0,3,0,89536
1009521860,0,50.64,4,0.0,24590.0,3,0,90136
1009521870,1,29.37,4,0.0,16701.0,1,0,90736
1009521880,1,79.13,1,0.0,16444.0,2,0,91336
1009521890,1,47.97,1,0.0,14028.0,0,1,91936
1009521900,1,45.52,4,0.0,37144.0,1,0,92536
1009521910,0,52.52,1,0.0,36848.0,5,0,93136
1009521920,0,32.43,1,0.0,21872.0,2,0,93736
1009521930,0,22.4,4,5566.0,58691.0,1,0,94336
1009521940,0,54.68,1,0.0,30413.0,2,0,94936
1009521950,1,59.93,1,0.0,14577.0,2,0,95536
1009521960,1,59.5,1,0.0,18127.0,5,0,96136
1009521970,1,44.02,4,10105.0,47283.0,4,0,96736
1009521980,1,49.51,1,0.0,34859.0,2,0,97336
1009521990,0,34.51,2,94752.0,85470.0,2,0,98304
1009522000,0,25.56,1,0.0,15399.0,4,0,98904
1009522010,1,72.72,4,7648.0,23328.0,5,0,99504
1009522020,1,55.43,4,9748.0,54655.0,2,0,100104
1009522030,1,50.21,1,0.0,31923.0,4,0,100704
1009522040,0,25.0,4,0.0,17191.0,2,1,101304
1009522050,0,89.95,4,0.0,20147.0,5,0,101904
1009522060,0,65.94,4,0.0,21970.0,5,0,102504
1009522070,0,59.38,4,0.0,28380.0,2,0,103104
1009522080,1,23.05,1,0.0,15927.0,1,0,103704
1009522090,0,73.42,1,0.0,31532.0,2,0,104304
1009522100,0,48.6,4,0.0,20440.0,0,1,104904
1009522110,0,32.94,2,12185.0,23049.0,0,1,105504
1009522120,1,33.12,2,7992.0,39512.0,2,0,106104
1009522130,0,46.25,4,0.0,13152.0,4,0,106704
1009522140,1,30.84,3,71442.0,121544.0,2,0,107304
1009522150,1,56.64,1,0.0,20795.0,0,0,107904
1009522160,1,31.15,1,0.0,17531.0,4,0,108504
1009522170,1,37.71,1,0.0,33661.0,2,0,109104
1009522180,0,37.63,1,0.0,25923.0,3,0,109704
1009522190,1,53.55,4,0.0,13985.0,3,0,110304
1009522200,1,72.77,1,0.0,20381.0,2,0,110904
1009522210,1,74.04,4,0.0,13403.0,2,0,111504
1009522220,1,23.13,2,11783.0,29416.0,3,1,112104
1009522230,0,40.45,4,12974.0,44245.0,2,0,112704
1009522240,1,60.05,1,0.0,20645.0,2,0,113304
1009522250,0,47.04,1,0.0,13860.0,4,0,113904
1009522260,1,57.81,4,0.0,23262.0,1,1,114504
1009522270,0,85.74,1,0.0,14349.0,1,0,115104
1009522280,0,49.57,4,0.0,16358.0,1,0,115704
1009522290,0,56.24,1,0.0,27732.0,4,0,116304
1009522300,1,44.03,1,0.0,20022.0,5,0,116904
1009522310,1,51.29,1,0.0,14875.0,1,0,117504
1009522320,1,53.68,4,0.0,20232.0,4,0,118104
1009522330,0,35.7,4,0.0,19011.0,1,0,118704
1009522340,0,37.27,3,96781.0,128606.0,2,0,119304
1009522350,1,30.41,4,7326.0,60982.0,2,0,119904
1009522360,0,21.09,1,0.0,20138.0,4,0,120504
1009522370,0,20.25,2,11938.0,25513.0,2,1,121104
1009522380,0,57.29,1,0.0,17785.0,4,0,121704
1009522390,1,59.98,2,7497.0,24562.0,2,0,122304
1009522400,0,24.4,4,0.0,17830.0,5,0,122904
1009522410,1,89.76,1,0.0,19422.0,1,0,123504
1009522420,1,61.46,1,0.0,19457.0,2,0,124104
1009522430,1,40.41,4,0.0,19229.0,2,1,124704
1009522440,1,23.33,1,0.0,18591.0,3,0,125304
1009522450,0,32.74,1,0.0,24020.0,2,1,125904
1009522460,1,37.81,2,9904.0,25504.0,2,0,126504
1009522470,1,51.69,1,0.0,22567.0,2,0,127104
1009522480,0,50.87,1,0.0,19302.0,1,0,127704
1009522490,0,49.34,1,0.0,15578.0,5,0,128304
1009522500,1,34.81,4,13401.0,38259.0,0,1,128904
1009522510,0,60.57,1,0.0,19669.0,3,0,129504
1009522520,0,27.92,1,0.0,18379.0,5,1,130104
1009522530,0,58.1,1,0.0,18200.0,2,0,131072
1009522540,1,54.89,2,102633.0,109487.0,4,0,131672
1009522550,1,54.9,4,0.0,22782.0,5,0,132272
1009522560,0,54.77,1,0.0,27813.0,1,0,132872
1009522570,1,25.78,4,0.0,16752.0,1,1,133472
1009522580,0,43.08,2,14669.0,56740.0,1,0,134072
1009522590,0,53.13,1,0.0,26739.0,1,0,134672
1009522600,1,64.7,4,0.0,33919.0,1,0,135272
1009522610,0,70.25,4,0.0,20030.0,2,0,135872
1009522620,0,52.51,1,0.0,15258.0,4,0,136472
1009522630,0,34.32,4,0.0,15634.0,2,0,137072
1009522640,0,43.88,1,0.0,21803.0,1,1,137672
1009522650,1,72.58,4,0.0,22884.0,1,0,138272
1009522660,0,72.94,1,0.0,21145.0,3,0,138872
1009522670,0,49.66,1,0.0,21812.0,2,0,139472
1009522680,0,45.12,1,0.0,29792.0,1,1,140072
1009522690,0,65.79,1,0.0,25891.0,4,0,140672
1009522700,0,23.43,3,90741.0,112369.0,2,0,141272
1009522710,0,52.04,1,0.0,21983.0,3,0,141872
1009522720,0,52.23,1,0.0,17513.0,1,0,142472
1009522730,1,75.91,1,0.0,18035.0,4,0,143072
1009522740,0,44.56,1,0.0,22787.0,2,0,143672
1009522750,0,59.61,4,0.0,28614.0,5,0,144272
1009522760,0,35.13,4,0.0,27251.0,2,0,144872
1009522770,1,39.13,4,0.0,13911.0,2,0,145472
1009522780,0,47.68,1,0.0,20981.0,2,0,146072
1009522790,0,61.18,1,0.0,21328.0,2,0,146672
1009522800,0,48.71,1,0.0,16379.0,4,0,147272
1009522810,1,53.84,1,0.0,15375.0,4,0,147872
1009522820,1,51.18,1,0.0,16491.0,2,0,148472
1009522830,1,51.59,1,0.0,13333.0,1,0,149072
1009522840,0,37.8,1,0.0,21761.0,4,0,149672
1009522850,1,46.83,3,81822.0,175066.0,2,0,150272
1009522860,1,43.42,1,0.0,18478.0,1,0,150872
1009522870,0,36.08,1,0.0,20984.0,3,0,151472
1009522880,0,50.71,2,100808.0,167502.0,0,0,152072
1009522890,1,39.09,1,0.0,14718.0,1,1,152672
1009522900,0,89.18,1,0.0,30158.0,2,0,153272
1009522910,1,58.69,4,0.0,22986.0,2,1,153872
1009522920,0,21.35,1,0.0,15307.0,3,1,154472
1009522930,1,31.25,1,0.0,15886.0,1,1,155072
1009522940,0,27.53,1,0.0,26984.0,2,0,155672
1009522950,1,24.78,4,0.0,14579.0,2,0,156272
1009522960,0,78.75,1,0.0,17446.0,2,0,156872
1009522970,1,33.3,1,0.0,21880.0,2,0,157472
1009522980,1,52.22,4,0.0,17073.0,1,0,158072
1009522990,0,25.44,3,102786.0,115630.0,2,1,158672
1009523000,0,31.19,3,99859.0,128021.0,2,1,159272
1009523010,0,75.32,1,0.0,25213.0,2,0,159872
1009523020,0,58.01,1,0.0,22726.0,0,1,160472
1009523030,1,24.64,1,0.0,13566.0,2,1,161072
1009523040,1,40.09,1,0.0,18426.0,1,0,161672
1009523050,0,39.84,4,0.0,16080.0,3,0,162272
1009523060,1,65.07,1,0.0,18629.0,1,0,162872
1009523070,1,43.93,4,14002.0,50205.0,0,1,163840
1009523080,0,56.45,4,0.0,17613.0,5,0,164440
1009523090,0,31.88,1,0.0,19075.0,3,0,165040
1009523100,1,30.36,4,0.0,20200.0,1,0,165640
1009523110,1,32.27,4,0.0,31586.0,4,0,166240
1009523120,0,54.48,1,0.0,18600.0,5,0,166840
1009523130,0,51.79,1,0.0,18195.0,2,1,167440
1009523140,1,52.97,4,0.0,35350.0,1,0,168040
1009523150,1,42.46,1,0.0,21376.0,5,0,168640
1009523160,1,51.59,3,88504.0,86336.0,1,0,169240
1009523170,1,60.26,4,0.0,14464.0,1,1,169840
1009523180,0,49.9,1,0.0,17377.0,0,0,170440
1009523190,0,35.77,4,0.0,15808.0,1,1,171040
1009523200,1,75.12,1,0.0,19032.0,1,0,171640
1009523210,1,65.72,1,0.0,14801.0,1,1,172240
1009523220,0,37.43,1,0.0,15817.0,2,0,172840
1009523230,1,44.59,1,0.0,22053.0,2,0,173440
1009523240,1,36.06,1,0.0,18189.0,1,0,174040
1009523250,1,42.21,1,0.0,14226.0,2,1,174640
1009523260,1,43.8,1,0.0,15115.0,1,1,175240
1009523270,0,67.31,1,0.0,18035.0,1,0,175840
1009523280,0,53.31,4,12346.0,23894.0,2,0,176440
1009523290,1,43.93,1,0.0,35169.0,0,0,177040
1009523300,0,52.34,4,0.0,17662.0,2,0,177640
1009523310,0,64.24,1,0.0,13583.0,4,0,178240
1009523320,1,67.2,4,13546.0,50356.0,2,0,178840
1009523330,1,37.3,4,0.0,22881.0,4,0,179440
1009523340,0,81.26,4,0.0,20095.0,1,0,180040
1009523350,1,78.12,1,0.0,17027.0,2,0,180640
1009523360,1,66.34,4,9254.0,44445.0,2,0,181240
1009523370,0,74.87,1,0.0,27450.0,0,0,181840
1009523380,1,37.1,4,0.0,24080.0,3,0,182440
1009523390,1,23.3,1,0.0,19693.0,0,1,183040
1009523400,0,74.08,4,0.0,18322.0,0,1,183640
1009523410,1,51.91,4,12713.0,44542.0,1,0,184240
1009523420,0,25.07,4,8151.0,59970.0,2,0,184840
1009523430,0,52.92,4,10920.0,60372.0,1,0,185440
1009523440,1,42.17,4,0.0,18127.0,3,0,186040
1009523450,0,32.21,1,0.0,17422.0,1,1,186640
1009523460,0,49.22,1,0.0,25464.0,4,0,187240
1009523470,1,65.14,1,0.0,20837.0,4,0,187840
1009523480,0,55.29,1,0.0,19582.0,0,0,188440
1009523490,1,57.9,1,0.0,17694.0,3,0,189040
1009523500,1,38.42,1,0.0,13032.0,2,0,189640
1009523510,0,60.05,4,0.0,16044.0,3,0,190240
1009523520,0,23.82,1,0.0,27288.0,5,0,190840
1009523530,0,54.29,1,0.0,20713.0,1,0,191440
1009523540,1,48.11,1,0.0,26808.0,4,0,192040
1009523550,1,47.52,1,0.0,21028.0,1,1,192640
1009523560,0,50.41,2,10228.0,33653.0,0,0,193240
1009523570,0,35.33,4,0.0,23088.0,1,0,193840
1009523580,1,43.14,4,0.0,16137.0,3,0,194440
1009523590,1,28.01,4,0.0,20550.0,5,1,195040
1009523600,0,56.34,4,13398.0,64687.0,1,0,195640
1009523610,0,60.84,1,0.0,18143.0,1,0,196608
1009523620,0,56.6,4,0.0,16668.0,2,0,197208
1009523630,0,61.07,1,0.0,13064.0,2,0,197808
1009523640,1,33.34,1,0.0,16403.0,5,0,198408
1009523650,1,63.36,1,0.0,20520.0,1,0,199008
1009523660,0,60.83,4,0.0,15490.0,1,0,199608
1009523670,0,63.41,1,0.0,15509.0,2,0,200208
1009523680,1,32.36,4,0.0,17553.0,1,0,200808
1009523690,0,88.35,4,0.0,21214.0,2,0,201408
1009523700,1,51.59,1,0.0,17752.0,1,0,202008
1009523710,0,46.49,2,100504.0,170710.0,5,0,202608
1009523720,1,40.9,1,0.0,13916.0,0,1,203208
1009523730,1,35.5,4,0.0,13814.0,1,0,203808
1009523740,0,23.97,1,0.0,18615.0,2,0,204408
1009523750,1,79.43,4,0.0,20953.0,1,1,205008
1009523760,0,36.05,1,0.0,19828.0,5,0,205608
1009523770,0,49.91,1,0.0,17268.0,1,0,206208
1009523780,0,31.97,2,75582.0,167295.0,3,0,206808
1009523790,1,41.43,1,0.0,14564.0,4,0,207408
1009523800,1,32.85,1,0.0,17269.0,1,0,208008
1009523810,0,44.98,1,0.0,15796.0,2,0,208608
1009523820,1,57.21,1,0.0,26786.0,2,0,209208
1009523830,1,73.8,1,0.0,16990.0,2,0,209808
1009523840,0,52.51,1,0.0,18000.0,1,0,210408
1009523850,1,43.28,1,0.0,17521.0,2,0,211008
1009523860,1,66.46,1,0.0,17916.0,0,0,211608
1009523870,1,46.56,1,0.0,15964.0,5,0,212208
1009523880,0,58.57,1,0.0,22330.0,1,1,212808
1009523890,1,37.35,1,0.0,18312.0,1,0,213408
1009523900,0,48.22,1,0.0,16783.0,0,1,214008
1009523910,0,79.96,4,0.0,13387.0,1,0,214608
1009523920,1,30.06,1,0.0,19498.0,0,1,215208
1009523930,0,47.49,2,118373.0,75627.0,2,1,215808
1009523940,0,68.48,1,0.0,32856.0,5,0,216408
1009523950,0,39.1,4,0.0,17855.0,1,0,217008
1009523960,1,32.81,4,0.0,21402.0,0,1,217608
1009523970,0,46.52,1,0.0,26738.0,5,0,218208
1009523980,0,48.19,1,0.0,28528.0,4,0,218808
1009523990,1,33.13,1,0.0,22853.0,1,1,219408
1009524000,0,26.89,4,0.0,21071.0,2,0,220008
1009524010,0,72.82,4,0.0,13632.0,2,0,220608
1009524020,0,89.67,1,0.0,19140.0,3,0,221208
1009524030,1,49.59,1,0.0,22620.0,1,0,221808
1009524040,0,39.95,1,0.0,18398.0,3,0,222408
1009524050,0,26.99,1,0.0,26144.0,2,0,223008
1009524060,0,26.69,1,0.0,17501.0,2,0,223608
1009524070,0,44.07,4,0.0,21681.0,4,0,224208
1009524080,0,27.33,1,0.0,19238.0,3,1,224808
1009524090,1,39.33,1,0.0,14018.0,4,0,225408
1009524100,0,59.93,4,0.0,15520.0,1,1,226008
1009524110,0,32.92,1,0.0,16334.0,2,0,226608
1009524120,1,53.95,1,0.0,16077.0,2,0,227208
1009524130,0,52.77,1,0.0,14099.0,2,0,227808
1009524140,1,41.26,1,0.0,20118.0,1,1,228408
1009524150,1,81.28,1,0.0,31790.0,2,0,229376
1009524160,1,34.59,1,0.0,19548.0,4,0,229976
1009524170,0,63.78,4,0.0,29303.0,2,0,230576
1009524180,1,23.27,1,0.0,14337.0,4,0,231176
1009524190,1,68.67,1,0.0,13623.0,2,0,231776
1009524200,1,43.47,1,0.0,22855.0,2,0,232376
1009524210,0,38.63,1,0.0,15483.0,5,0,232976
1009524220,1,25.27,1,0.0,16043.0,5,0,233576
1009524230,1,60.9,2,12361.0,39935.0,4,0,234176
1009524240,1,80.41,2,96975.0,150910.0,1,0,234776
1009524250,0,27.15,1,0.0,21619.0,2,0,235376
1009524260,0,71.07,1,0.0,22374.0,1,0,235976
1009524270,1,71.17,4,0.0,27655.0,0,0,236576
1009524280,0,64.09,1,0.0,15839.0,2,1,237176
1009524290,1,59.57,1,0.0,22358.0,1,1,237776
1009524300,0,26.28,2,14001.0,38455.0,4,0,238376
1009524310,1,53.16,1,0.0,25171.0,4,0,238976
1009524320,0,66.61,4,0.0,16662.0,0,0,239576
1009524330,1,60.65,4,0.0,18203.0,2,0,240176
1009524340,0,79.55,1,0.0,23824.0,5,0,240776
1009524350,1,64.83,4,0.0,17748.0,2,0,241376
1009524360,1,22.7,4,14425.0,55092.0,4,0,241976
1009524370,1,44.66,1,0.0,20088.0,5,0,242576
1009524380,1,25.59,1,0.0,18071.0,4,0,243176
1009524390,1,32.48,3,106544.0,133772.0,2,1,243776
1009524400,1,51.13,1,0.0,32038.0,2,0,244376
1009524410,1,67.75,1,0.0,23328.0,0,0,244976
1009524420,0,47.03,1,0.0,16492.0,2,0,245576
1009524430,1,42.53,1,0.0,15088.0,3,0,246176
1009524440,0,49.13,1,0.0,19084.0,0,0,246776
1009524450,0,30.75,1,0.0,21221.0,0,1,247376
1009524460,1,34.5,4,0.0,21009.0,5,0,247976
1009524470,0,24.89,1,0.0,16808.0,4,0,248576
1009524480,0,27.73,1,0.0,19756.0,1,1,249176
1009524490,0,51.55,1,0.0,14772.0,0,1,249776
1009524500,0,43.83,2,10268.0,25719.0,1,0,250376
1009524510,1,42.51,1,0.0,17719.0,0,1,250976
1009524520,1,43.26,1,0.0,21883.0,1,0,251576
1009524530,1,54.02,4,8082.0,27942.0,2,1,252176
1009524540,1,54.36,1,0.0,27060.0,5,0,252776
1009524550,0,41.97,1,0.0,32088.0,1,0,253376
1009524560,0,39.15,1,0.0,17817.0,2,0,253976
1009524570,1,68.64,1,0.0,13533.0,1,0,254576
1009524580,0,33.2,4,0.0,16338.0,2,0,255176
1009524590,1,26.64,1,0.0,15457.0,1,0,255776
1009524600,1,69.87,1,0.0,19965.0,0,0,256376
1009524610,0,51.98,1,0.0,20716.0,3,0,256976
1009524620,0,46.83,1,0.0,19677.0,4,0,257576
1009524630,0,46.27,3,90127.0,67174.0,3,0,258176
1009524640,0,40.78,1,0.0,16239.0,4,0,258776
1009524650,1,47.02,1,0.0,21982.0,2,0,259376
1009524660,1,36.26,1,0.0,13225.0,2,0,259976
1009524670,1,75.72,2,113488.0,117325.0,4,0,260576
1009524680,1,30.88,1,0.0,22041.0,2,1,261176
1009524690,0,48.06,1,0.0,19152.0,1,1,262144
1009524700,0,59.3,1,0.0,17960.0,1,0,262744
1009524710,1,66.68,1,0.0,25535.0,4,0,263344
1009524720,1,64.1,1,0.0,20274.0,3,0,263944
1009524730,0,37.69,1,0.0,13411.0,2,0,264544
1009524740,1,75.49,2,106582.0,166701.0,0,0,265144
1009524750,1,71.26,1,0.0,17816.0,1,0,265744
1009524760,1,81.03,1,0.0,15055.0,2,0,266344
1009524770,0,30.52,1,0.0,14399.0,2,1,266944
1009524780,1,22.02,1,0.0,20238.0,4,0,267544
1009524790,1,26.26,1,0.0,31231.0,1,1,268144
1009524800,1,63.28,1,0.0,21972.0,3,0,268744
1009524810,1,39.26,1,0.0,21502.0,0,1,269344
1009524820,0,35.8,1,0.0,24146.0,4,0,269944
1009524830,1,29.89,4,0.0,14665.0,2,0,270544
1009524840,1,59.28,4,0.0,13419.0,4,0,271144
1009524850,1,51.86,4,0.0,16655.0,1,0,271744
1009524860,1,67.62,4,10490.0,45510.0,1,0,272344
1009524870,1,40.04,4,9837.0,44792.0,4,0,272944
1009524880,1,32.28,1,0.0,20874.0,4,0,273544
1009524890,0,43.22,1,0.0,14838.0,3,0,274144
1009524900,0,39.12,1,0.0,18123.0,1,1,274744
1009524910,0,33.39,1,0.0,22939.0,0,1,275344
1009524920,0,33.55,1,0.0,28116.0,2,0,275944
1009524930,1,45.24,4,0.0,13332.0,2,0,276544
1009524940,0,31.72,1,0.0,21370.0,2,0,277144
1009524950,0,53.86,4,12580.0,36623.0,1,1,277744
1009524960,1,66.87,1,0.0,33263.0,1,0,278344
1009524970,0,36.14,2,87882.0,137992.0,3,0,278944
1009524980,1,36.85,1,0.0,16692.0,1,1,279544
1009524990,0,47.93,1,0.0,22201.0,2,0,280144
1009525000,0,30.9,2,9892.0,28665.0,3,0,280744
1009525010,0,71.7,4,7457.0,31549.0,0,1,281344
1009525020,0,59.9,4,0.0,26475.0,1,1,281944
1009525030,1,44.62,1,0.0,18854.0,0,1,282544
1009525040,0,43.96,1,0.0,21001.0,4,0,283144
1009525050,1,45.51,4,0.0,21008.0,2,1,283744
1009525060,0,31.91,4,14170.0,26822.0,3,0,284344
1009525070,1,53.29,1,0.0,13975.0,2,0,284944
1009525080,1,76.23,2,77526.0,143463.0,2,0,285544
1009525090,0,25.45,1,0.0,22038.0,2,0,286144
